Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,646898415,China,2020,618857,Technology,Computer Software: Prepackaged Software
KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares,0,,2021,22181,Finance,Blank Checks
KD,Kyndryl Holdings Inc. Common Stock,5993349362,United States,2021,1973005,Technology,EDP Services
KDLY,Kindly MD Inc. Common Stock,13363911,United States,2024,15439,Health Care,Medical/Nursing Services
KDLYW,Kindly MD Inc. Warrants,2257016,United States,2024,1541,Health Care,Medical/Nursing Services
KDP,Keurig Dr Pepper Inc. Common Stock,43771493340,United States,,12205864,Consumer Staples,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,524242862,United States,,87548,Technology,Electrical Products
KELYA,Kelly Services Inc. Class A Common Stock,765848262,United States,,218694,Consumer Discretionary,Professional Services
KELYB,Kelly Services Inc. Class B Common Stock,767269130,United States,,10,Consumer Discretionary,Professional Services
KEN,Kenon Holdings Ltd. Ordinary Shares,1345001389,Singapore,2015,19896,Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,9321318398,South Korea,1994,90051,Utilities,Electric Utilities: Central
KEQU,Kewaunee Scientific Corporation Common Stock,124057446,United States,,35385,Industrials,Medical Specialities
KEX,Kirby Corporation Common Stock,7017571000,United States,,302159,Consumer Discretionary,Marine Transportation
KEY,KeyCorp Common Stock,13228332282,United States,,12118327,Finance,Major Banks
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,,United States,,12074,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,,United States,,22021,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,,United States,,28634,,
KEY^L,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series H,,United States,,27541,,
KEYS,Keysight Technologies Inc. Common Stock,24103868768,United States,2014,1066542,Industrials,Industrial Machinery/Components
KF,Korea Fund Inc. (The) New Common Stock,0,United States,,15761,Finance,Investment Managers
KFFB,Kentucky First Federal Bancorp Common Stock,24782068,United States,2005,1104,Finance,Savings Institutions
KFRC,Kforce Inc. Common Stock,1203569250,United States,1995,68713,Consumer Discretionary,Professional Services
KFS,Kingsway Financial Services Inc. Common Stock (DE),227280790,Canada,,26654,Finance,Property-Casualty Insurers
KFY,Korn Ferry Common Stock,3441605440,United States,1999,180021,Consumer Discretionary,Diversified Commercial Services
KGC,Kinross Gold Corporation Common Stock,10544820000,Canada,2001,18830742,Basic Materials,Precious Metals
KGEI,Kolibri Global Energy Inc. Common stock,124689555,United States,,42260,Energy,Oil & Gas Production
KGS,Kodiak Gas Services Inc. Common Stock,2248124740,United States,2023,578397,Utilities,Natural Gas Distribution
KHC,The Kraft Heinz Company Common Stock,38978971642,United States,,5869692,Consumer Staples,Packaged Foods
KIDS,OrthoPediatrics Corp. Common Stock,755613848,United States,2017,70958,Health Care,Medical/Dental Instruments
KIM,Kimco Realty Corporation (HC) Common Stock,12983482827,United States,,3317303,Real Estate,Real Estate Investment Trusts
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,United States,,11951,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,United States,,10843,,
KIM^N,Kimco Realty Corporation Depositary Shares each representing 1/1000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock,,United States,,176,,
KIND,Nextdoor Holdings Inc. Class A Common Stock,1042052142,United States,,1177812,Technology,Computer Software: Programming Data Processing
KINS,Kingstone Companies Inc. Common Stock,53499055,United States,,12547,Finance,Property-Casualty Insurers
KIO,KKR Income Opportunities Fund Common Shares,0,,2013,111846,Finance,Investment Managers
KIRK,Kirkland's Inc. COMMONSTOCK,21123144,United States,2002,101960,Consumer Discretionary,Other Specialty Stores
KITT,Nauticus Robotics Inc. Common stock,8022483,United States,2021,5836710,Industrials,Industrial Machinery/Components
KITTW,Nauticus Robotics Inc. Warrant,1217420,United States,2021,393962,Industrials,Industrial Machinery/Components
KKR,KKR & Co. Inc. Common Stock,93239298090,United States,,1941715,Finance,Investment Managers
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,17188971200,United States,2021,19601,,
KLAC,KLA Corporation Common Stock,1.16672E+11,United States,1980,438612,Technology,Electronic Components
KLG,WK Kellogg Co Common Stock,1386063302,United States,2023,1018659,Consumer Staples,Packaged Foods
KLIC,Kulicke and Soffa Industries Inc. Common Stock,2739905891,Singapore,,276807,Technology,Semiconductors
KLTR,Kaltura Inc. Common Stock,168947863,United States,2021,79104,Technology,Computer Software: Prepackaged Software
KLXE,KLX Energy Services Holdings Inc. Common Stock,82649491,United States,,145348,Energy,Oilfield Services/Equipment
KMB,Kimberly-Clark Corporation Common Stock,46896840245,United States,,1348579,Consumer Discretionary,Containers/Packaging
KMDA,Kamada Ltd. Ordinary Shares,256036400,Israel,2013,66013,Health Care,Biotechnology: Pharmaceutical Preparations
KMI,Kinder Morgan Inc. Common Stock,44187945076,United States,2011,9640507,Utilities,Natural Gas Distribution
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,1432995336,United States,2022,11409,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,3781408176,United States,,160325,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,1805382635,United States,,506183,Industrials,Industrial Machinery/Components
KMX,CarMax Inc,11393763496,United States,,1292524,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KN,Knowles Corporation Common Stock,1561551603,United States,2014,550879,Consumer Staples,Consumer Electronics/Appliances
KNDI,Kandi Technologies Group Inc. Ordinary Shares,172646078,China,,136568,Consumer Discretionary,Auto Manufacturing
KNF,Knife Riv Holding Co. Common Stock,4031177022,United States,2023,454703,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,270658394,United Kingdom,2013,130229,Consumer Discretionary,Marine Transportation
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,1408871280,United States,2018,545221,Health Care,Biotechnology: Pharmaceutical Preparations
KNSL,Kinsale Capital Group Inc. Common Stock,8836194181,United States,,116767,Finance,Property-Casualty Insurers
KNTK,Kinetik Holdings Inc. Class A Common Stock,6485907261,United States,2022,320701,Utilities,Natural Gas Distribution
KNW,Know Labs Inc. Common Stock,33777306,,2022,117568,Industrials,Industrial Machinery/Components
KNX,Knight-Swift Transportation Holdings Inc.,7972270630,United States,2017,1483009,Industrials,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,2.71229E+11,United States,,11232522,Consumer Staples,Beverages (Production/Distribution)
KOD,Kodiak Sciences Inc Common Stock,129235970,United States,2018,289989,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KODK,Eastman Kodak Company Common New,450162000,United States,,603941,Consumer Discretionary,Industrial Machinery/Components
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),17560856861,Mexico,1993,162510,Consumer Staples,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Common Stock,748154493,United States,2006,202407,Basic Materials,Forest Products
KOPN,Kopin Corporation Common Stock,104216640,United States,1992,1002125,Technology,Semiconductors
KORE,KORE Group Holdings Inc. Common Stock,22795934,United States,,63152,Telecommunications,Telecommunications Equipment
KOS,Kosmos Energy Ltd. Common Shares (DE),2579370339,Bermuda,2011,3259341,Energy,Oil & Gas Production
KOSS,Koss Corporation Common Stock,97082800,United States,,10059976,Consumer Staples,Consumer Electronics/Appliances
KPLT,Katapult Holdings Inc. Common Stock,65731376,United States,2019,35262,Consumer Discretionary,Diversified Commercial Services
KPLTW,Katapult Holdings Inc. Warrant,57479,United States,2019,15159,Consumer Discretionary,Diversified Commercial Services
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,13189322,United States,,11841,Health Care,Biotechnology: Pharmaceutical Preparations
KPTI,Karyopharm Therapeutics Inc. Common Stock,93002879,United States,2013,1338849,Health Care,Biotechnology: Pharmaceutical Preparations
KR,Kroger Company (The) Common Stock,37489815658,United States,,5259101,Consumer Staples,Food Chains
KRC,Kilroy Realty Corporation Common Stock,3725271746,United States,1997,753365,Real Estate,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,640460066,United States,2017,392623,Real Estate,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,,United States,,6935,,
KRG,Kite Realty Group Trust Common Stock,4866421582,United States,2004,1097692,Real Estate,Real Estate Investment Trusts
KRKR,36Kr Holdings Inc. American Depositary Shares,11604196,China,2019,113137,Consumer Discretionary,Business Services
KRMD,KORU Medical Systems Inc. Common Stock (DE),114410563,United States,,80293,Health Care,Medical/Dental Instruments
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,0,United States,2021,652,Finance,Blank Checks
KRNLU,Kernel Group Holdings Inc. Units,0,United States,2021,418,Finance,Blank Checks
KRNLW,Kernel Group Holdings Inc. Warrants,0,United States,2021,70062,Finance,Blank Checks
KRNT,Kornit Digital Ltd. Ordinary Shares,743471882,Israel,2015,128073,Industrials,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,377600791,United States,2005,294610,Finance,Savings Institutions
KRO,Kronos Worldwide Inc Common Stock,1465444184,United States,,178047,Industrials,Major Chemicals
KRON,Kronos Bio Inc. Common Stock,74517067,United States,2020,120242,Health Care,Biotechnology: Pharmaceutical Preparations
KROS,Keros Therapeutics Inc. Common Stock,1503976368,United States,2020,321286,Health Care,Biotechnology: Pharmaceutical Preparations
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,1614799668,United States,2017,348201,Energy,Oil & Gas Production
KRRO,Korro Bio Inc. Common Stock,380192467,United States,2019,55874,Health Care,Biotechnology: Pharmaceutical Preparations
KRT,Karat Packaging Inc. Common Stock,544519372,United States,2021,43227,Industrials,Plastic Products
KRUS,Kura Sushi USA Inc. Class A Common Stock,695854977,United States,2019,292870,Consumer Discretionary,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,5462943988,United States,2017,313284,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Knightscope Inc. Class A Common Stock,26503636,United States,2022,2798998,Telecommunications,Telecommunications Equipment
KSM,DWS Strategic Municipal Income Trust,0,United States,1989,17087,Finance,Trusts Except Educational Religious and Charitable
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,24959830691,Kazakhstan,2024,424725,,
KSS,Kohl's Corporation Common Stock,2488782067,United States,1992,3301391,Consumer Discretionary,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,6500386072,South Korea,,1170596,Telecommunications,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,3664660130,United States,2019,426883,Consumer Discretionary,Apparel
KTCC,Key Tronic Corporation Common Stock,39818923,United States,1983,43351,Technology,Electrical Products
KTF,DWS Municipal Income Trust,377233958,United States,1988,157725,Finance,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,0,United States,,590,Finance,Finance: Consumer Services
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),0,United States,,6300,Finance,Finance: Consumer Services
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,3119040264,United States,,642071,Industrials,Military/Government/Technical
KTRA,Kintara Therapeutics Inc. Common Stock,15457639,United States,,8153223,Health Care,Biotechnology: Pharmaceutical Preparations
KTTA,Pasithea Therapeutics Corp. Common Stock,5372832,United States,2021,3680,Health Care,Biotechnology: Pharmaceutical Preparations
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,44224792,,2021,17259,Real Estate,Other Consumer Services
KULR,KULR Technology Group Inc. Common Stock,68577030,United States,,1570711,Technology,Electrical Products
KURA,Kura Oncology Inc. Common Stock,1522850594,United States,,636960,Health Care,Biotechnology: Pharmaceutical Preparations
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,0,United States,2023,1056,,
KVACU,Keen Vision Acquisition Corporation Units,0,United States,2023,198,,
KVHI,KVH Industries Inc. Common Stock,86948535,United States,1996,70676,Technology,Radio And Television Broadcasting And Communications Equipment
KVUE,Kenvue Inc. Common Stock,34945297027,United States,2023,15968397,Consumer Discretionary,Specialty Chemicals
KVYO,Klaviyo Inc. Series A Common Stock,6502874501,United States,2023,566948,Technology,Computer Software: Prepackaged Software
KW,Kennedy-Wilson Holdings Inc. Common Stock,1320270134,United States,,641199,Finance,Real Estate
KWE,KWESST Micro Systems Inc. Common Stock,2780092,Canada,,508370,Technology,Computer Software: Prepackaged Software
KWESW,KWESST Micro Systems Inc. Warrant,454704,Canada,,138,Technology,Computer Software: Prepackaged Software
KWR,Quaker Houghton Common Stock,3037953062,United States,,180233,Industrials,Major Chemicals
KXIN,Kaixin Holdings Ordinary Shares,6718904,China,2017,961386,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KYMR,Kymera Therapeutics Inc. Common Stock,1961010054,United States,2020,498112,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,1442994218,United States,2004,1066624,Finance,Finance/Investors Services
KYTX,Kyverna Therapeutics Inc. Common Stock,329831617,United States,2024,411881,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KZIA,Kazia Therapeutics Limited American Depositary Shares,4542340,Australia,,206025,Health Care,Biotechnology: Pharmaceutical Preparations
KZR,Kezar Life Sciences Inc. Common Stock,39836904,United States,2018,380095,Health Care,Biotechnology: Pharmaceutical Preparations
L,Loews Corporation Common Stock,16474839732,United States,,613695,Finance,Property-Casualty Insurers
LAAC,Lithium Americas (Argentina) Corp. Common Shares,490948260,Canada,2023,759007,,
LAB,Standard BioTools Inc. Common Stock,688461831,United States,2011,1497999,Industrials,Biotechnology: Laboratory Analytical Instruments
LAC,Lithium Americas Corp. Common Shares,425568000,Canada,2023,2715773,Basic Materials,Metal Mining
LAD,Lithia Motors Inc. Common Stock,6817911522,United States,,186368,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,Ladder Capital Corp Class A Common Stock,1441301986,United States,2014,393286,Real Estate,Real Estate Investment Trusts
LAES,SEALSQ Corp Ordinary Shares,12582969,Switzerland,,460718,Technology,Semiconductors
LAKE,Lakeland Industries Inc. Common Stock,165558169,United States,1986,41540,Health Care,Industrial Specialties
LAMR,Lamar Advertising Company Class A Common Stock,12148239261,United States,1996,266138,Real Estate,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,5144796300,United States,,98996,Consumer Staples,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,490986655,United States,2013,151010,Real Estate,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,866845900,United States,,4669,Real Estate,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,739705443,United States,,19851,Real Estate,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,742214134,United States,,27030,Real Estate,Real Estate Investment Trusts
LANV,Lanvin Group Holdings Limited Ordinary Shares,233128505,Cayman Islands,2022,20422,Finance,Blank Checks
LARK,Landmark Bancorp Inc. Common Stock,107944657,United States,,1864,Finance,Major Banks
LASE,Laser Photonics Corporation Common Stock,17984628,United States,2022,13268,Miscellaneous,Industrial Machinery/Components
LASR,nLIGHT Inc. Common Stock,541767674,United States,2018,289894,Technology,Semiconductors
LATG,Chenghe Acquisition I Co. Class A Ordinary Shares,185412500,Mexico,2022,4,Finance,Blank Checks
LATGU,Chenghe Acquisition I Co. Unit,0,Mexico,2022,100,Finance,Blank Checks
LAUR,Laureate Education Inc. Common Stock,2273099377,United States,2017,784106,Real Estate,Other Consumer Services
LAW,CS Disco Inc. Common Stock,324470182,United States,2021,141353,Technology,Computer Software: Prepackaged Software
LAZ,Lazard Inc. Common Stock,4490345744,Bermuda,2005,1098801,Finance,Investment Managers
LAZR,Luminar Technologies Inc.  Class A Common Stock,688488669,United States,2019,6941242,Consumer Discretionary,Auto Parts:O.E.M.
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,1927440000,,2024,706398,Energy,Oil & Gas Production
LBPH,Longboard Pharmaceuticals Inc. Common Stock,1227832105,United States,2021,1363335,Health Care,Biotechnology: Pharmaceutical Preparations
LBRDA,Liberty Broadband Corporation Class A Common Stock,7485233576,United States,,205579,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,7522374048,United States,,1185436,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,3242648896,United States,,6265,Telecommunications,Cable & Other Pay Television Services
LBRT,Liberty Energy Inc. Class A common stock,3334700377,United States,2018,1484035,Energy,Oilfield Services/Equipment
LBTYA,Liberty Global Ltd. Class A Common Shares,6623261695,United Kingdom,,1152734,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,6571080680,United Kingdom,,255,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,6753714232,United Kingdom,,2054512,Telecommunications,Cable & Other Pay Television Services
LC,LendingClub Corporation Common Stock,928966669,United States,2014,667093,Finance,Finance: Consumer Services
LCFY,Locafy Limited Ordinary Share,2909845,Australia,2022,1440,Technology,Computer Software: Programming Data Processing
LCFYW,Locafy Limited Warrant,6062178,Australia,2022,2,Technology,Computer Software: Programming Data Processing
LCID,Lucid Group Inc. Common Stock,7290594269,United States,,61325448,Consumer Discretionary,Auto Manufacturing
LCII,LCI Industries,2522074585,United States,1995,160144,Consumer Discretionary,Auto Parts:O.E.M.
LCNB,LCNB Corporation Common Stock,186687072,United States,,15836,Finance,Major Banks
LCTX,Lineage Cell Therapeutics Inc. Common Stock,168030349,United States,,769256,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,Lifetime Brands Inc. Common Stock,164445757,United States,1991,108021,Consumer Discretionary,Industrial Machinery/Components
LCW,Learn CW Investment Corporation Class A Ordinary Shares,0,,2021,159026,Finance,Blank Checks
LDI,loanDepot Inc. Class A Common Stock,517743221,United States,2021,453983,Finance,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,19681391035,United States,,425907,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,0,United States,2012,86163,Finance,Finance Companies
LDTC,LeddarTech Holdings Inc. Common Shares,27041846,United States,2021,5068,Technology,Computer Software: Prepackaged Software
LDTCW,LeddarTech Holdings Inc. Warrants,860252,United States,2021,3561,Technology,Computer Software: Prepackaged Software
LDWY,Lendway Inc. Common Stock (DE),7972043,United States,,21,Consumer Discretionary,Advertising
LE,Lands' End Inc. Common Stock,451937348,United States,,154073,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation Common Stock,6466993981,United States,,421719,Consumer Discretionary,Auto Parts:O.E.M.
LECO,Lincoln Electric Holdings Inc. Common Shares,10599177021,United States,,332826,Industrials,Industrial Machinery/Components
LEDS,SemiLEDS Corporation Common Stock,9614819,Taiwan,2010,11598,Technology,Semiconductors
LEE,Lee Enterprises Incorporated Common Stock,66038529,United States,,12505,Consumer Discretionary,Newspapers/Magazines
LEG,Leggett & Platt Incorporated Common Stock,1473056179,United States,,2470021,Consumer Discretionary,Home Furnishings
LEGH,Legacy Housing Corporation Common Stock (TX),555874916,United States,2018,51338,Consumer Discretionary,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,8624402169,United States,2020,447899,Health Care,Biotechnology: Pharmaceutical Preparations
LEGT,Legato Merger Corp. III Ordinary Shares,0,,2024,31512,,
LEN,Lennar Corporation Class A Common Stock,39166775794,United States,,2460404,Consumer Discretionary,Homebuilding
LENZ,LENZ Therapeutics Inc. Common Stock,469323338,United States,2021,233499,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,383711661,United States,1987,443369,Finance,Trusts Except Educational Religious and Charitable
LESL,Leslie's Inc. Common Stock,593024282,United States,2020,8352595,Consumer Discretionary,Other Specialty Stores
LEU,Centrus Energy Corp. Class A Common Stock,627401556,United States,2014,319842,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEV,The Lion Electric Company Common Shares,200404677,Canada,2021,144836,Consumer Discretionary,Auto Manufacturing
LEVI,Levi Strauss & Co Class A Common Stock,7536658567,United States,2019,2391219,Consumer Discretionary,Apparel
LEXX,Lexaria Bioscience Corp. Common Stock,33245036,Canada,,168591,Health Care,Biotechnology: Pharmaceutical Preparations
LEXXW,Lexaria Bioscience Corp. Warrant,14818524,Canada,,2213,Health Care,Biotechnology: Pharmaceutical Preparations
LFCR,Lifecore Biomedical Inc. Common Stock,152734680,United States,,148786,Health Care,Biotechnology: Pharmaceutical Preparations
LFLY,Leafly Holdings Inc. Common Stock,4966695,United States,2019,10938,Technology,Computer Software: Prepackaged Software
LFLYW,Leafly Holdings Inc. Warrant,55343,United States,2019,1994,Technology,Computer Software: Prepackaged Software
LFMD,LifeMD Inc. Common Stock,279536834,United States,,462266,Health Care,Medical/Nursing Services
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,954485074,United States,,10060,Health Care,Medical/Nursing Services
LFST,LifeStance Health Group Inc. Common Stock,1942021851,United States,2021,873036,Health Care,Medical/Nursing Services
LFT,Lument Finance Trust Inc. Common Stock,128030422,United States,2013,84276,Real Estate,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,,United States,,756,,
LFUS,Littelfuse Inc. Common Stock,6265508707,United States,,93156,Energy,Electrical Products
LFVN,Lifevantage Corporation Common Stock (Delaware),69980064,United States,,78531,Health Care,Biotechnology: Pharmaceutical Preparations
LFWD,ReWalk Robotics Ltd. Ordinary Shares,32431900,Israel,2014,25714,Health Care,Industrial Specialties
LGCB,Linkage Global Inc Ordinary Shares,61000000,Japan,2023,250610,Consumer Discretionary,Catalog/Specialty Distribution
LGCL,Lucas GC Limited Ordinary Shares,167082930,China,2024,264964,Technology,Computer Software: Programming Data Processing
LGHL,Lion Group Holding Ltd. American Depositary Share,1548794,China,,297960,Finance,Investment Bankers/Brokers/Service
LGHLW,Lion Group Holding Ltd. Warrant,34120,China,,250017,Finance,Investment Bankers/Brokers/Service
LGI,Lazard Global Total Return and Income Fund Common Stock,0,United States,2004,51455,,
LGIH,LGI Homes Inc. Common Stock,2049896018,United States,2013,234202,Consumer Discretionary,Homebuilding
LGL,LGL Group Inc. (The) Common Stock,28156449,United States,1946,3384,Technology,Industrial Machinery/Components
LGMK,LogicMark Inc. Common Stock (NV),1186170,United States,,42268,Health Care,Industrial Specialties
LGND,Ligand Pharmaceuticals Incorporated Common Stock,1560682173,United States,,215820,Health Care,Biotechnology: Pharmaceutical Preparations
LGO,Largo Inc. Common Shares,114048160,Canada,,50487,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LGVN,Longeveron Inc. Class A Common Stock,13141652,United States,2021,1433202,Health Care,Biotechnology: Pharmaceutical Preparations
LH,Labcorp Holdings Inc. Common Stock,17108234739,United States,,471489,Health Care,Medical Specialities
LHX,L3Harris Technologies Inc. Common Stock,42867760004,United States,,645408,Industrials,Industrial Machinery/Components
LI,Li Auto Inc. American Depositary Shares,21141154231,China,2020,7473282,Consumer Discretionary,Auto Manufacturing
LICN,Lichen China Limited Class A Ordinary Shares,44785000,China,2023,352289,Consumer Discretionary,Professional Services
LICY,Li-Cycle Holdings Corp. Common Shares,110679110,Canada,2021,420365,Industrials,Environmental Services
LIDR,AEye Inc. Class A Common Stock,11204240,United States,2021,217452,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,AEye Inc. Warrant,84198,United States,2021,117754,Consumer Discretionary,Auto Parts:O.E.M.
LIF,Life360 Inc. Common Stock,2290687340,United States,2024,214735,,
LIFW,MSP Recovery Inc. Class A Common Stock,55918015,United States,2020,163353,Technology,EDP Services
LIFWW,MSP Recovery Inc. Warrant,561003,United States,,135757,Technology,EDP Services
LIFWZ,MSP Recovery Inc. Warrant,5610034,United States,2020,1,Technology,EDP Services
LII,Lennox International Inc. Common Stock,19350490924,United States,1999,173049,Industrials,Industrial Machinery/Components
LILA,Liberty Latin America Ltd. Class A Common Stock,1807268000,United States,,280183,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,1809241000,United States,,1074718,Telecommunications,Cable & Other Pay Television Services
LILM,Lilium NV Class A Ordinary Shares,445801957,Germany,,3432219,Industrials,Aerospace
LILMW,Lilium N.V. Warrants,55290817,Germany,,2535,Industrials,Aerospace
LIN,Linde plc Ordinary Shares,2.0945E+11,United States,,1502227,Industrials,Major Chemicals
LINC,Lincoln Educational Services Corporation Common Stock,380154466,United States,2005,297462,Real Estate,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. Common Stock,504282103,United States,2013,226637,Consumer Discretionary,Transportation Services
LINK,Interlink Electronics Inc. Common Stock,37666606,United States,,4116,Technology,Computer peripheral equipment
LION,Lionsgate Studios Corp. Common Shares,2375846474,United States,,28675,Consumer Discretionary,Movies/Entertainment
LIPO,Lipella Pharmaceuticals Inc. Common Stock,3304649,United States,2022,22262,Health Care,Biotechnology: Pharmaceutical Preparations
LIQT,LiqTech International Inc. Common Stock,12601928,Denmark,,34748,Technology,Industrial Machinery/Components
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,92872240,China,2013,38192,Consumer Discretionary,Catalog/Specialty Distribution
LITE,Lumentum Holdings Inc. Common Stock,3798444000,United States,,1473132,Telecommunications,Telecommunications Equipment
LITM,Snow Lake Resources Ltd. Common Shares,14223852,Canada,2021,13505,Basic Materials,Other Metals and Minerals
LIVE,Live Ventures Incorporated Common Stock,69954623,United States,,10607,Consumer Discretionary,Other Specialty Stores
LIVN,LivaNova PLC Ordinary Shares,2796396112,United Kingdom,,463138,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,5173367,United States,,6688,Health Care,Biotechnology: Pharmaceutical Preparations
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,135182,United States,,238,Health Care,Biotechnology: Pharmaceutical Preparations
LKCO,Luokung Technology Corp Ordinary Shares,11327468,China,,8580,Technology,EDP Services
LKFN,Lakeland Financial Corporation Common Stock,1491440294,United States,,233390,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,11140559454,United States,2003,1786953,Consumer Discretionary,Motor Vehicles
LL,LL Flooring Holdings Inc. Common Stock,17474692,United States,2007,2132224,Consumer Discretionary,RETAIL: Building Materials
LLAP,Terran Orbital Corporation Common Stock,169906484,United States,2021,3130711,Industrials,Military/Government/Technical
LLY,Eli Lilly and Company Common Stock,8.72472E+11,United States,,2360957,Health Care,Biotechnology: Pharmaceutical Preparations
